"kiaino","","misc/momuri/imas/kiaino.mp3"
"kinoko","","misc/momuri/imas/kinoko.mp3"
"koi","","misc/momuri/imas/koi.mp3"
"kokoha","","misc/momuri/imas/kokoha.mp3"
"koredayo","","misc/momuri/imas/koredayo.mp3"
"makasete","","misc/momuri/imas/makasete.mp3"
"makema","","misc/momuri/imas/makema.mp3"
"megane","","misc/momuri/imas/megane.mp3"
"megane2","","misc/momuri/imas/megane2.mp3"
"moe","","misc/momuri/imas/moe.mp3"
"mumun","","misc/momuri/imas/mumun.mp3"
"nani2","","misc/momuri/imas/nina.mp3"
"osite","","misc/momuri/imas/osite.mp3"
"shoubu","","misc/momuri/imas/shoubu.mp3"
"sigoto","","misc/momuri/imas/sigoto.mp3"
"simeru","","misc/momuri/imas/simeru.mp3"
"susumi","","misc/momuri/imas/susumi.mp3"
"tetudai","","misc/momuri/imas/tetudai.mp3"
"try","","misc/momuri/imas/try.mp3"
"undo","","misc/momuri/imas/undo.mp3"
"zensin","","misc/momuri/imas/zensin.mp3"
"443","shuzo thank you kyabetsu!","misc/momuri/shuzo/443.mp3"
"4432","","misc/momuri/shuzo/4432.mp3"
"aha","","misc/momuri/shuzo/aha.mp3"
"ariga","","misc/momuri/shuzo/ariga.mp3"
"dame","","misc/momuri/shuzo/dame.mp3"
"doudou","","misc/momuri/shuzo/doudouto.mp3"
"ganba","","misc/momuri/shuzo/ganba.mp3"
"genki","","misc/momuri/shuzo/genki.mp3"
"hanasi","","misc/momuri/shuzo/hanashi.mp3"
"honki","","misc/momuri/shuzo/honki.mp3"
"honki2","","misc/momuri/shuzo/honki2.mp3"
"ikuzo2","","misc/momuri/shuzo/ikuzo2.mp3"
"kuyo","","misc/momuri/shuzo/kuyo.mp3"
"mienai","","misc/momuri/shuzo/mienai.mp3"
"neve","","misc/momuri/shuzo/neve.mp3"
"okome","","misc/momuri/shuzo/okome.mp3"
"oreni","","misc/momuri/shuzo/oreni.mp3"
"para","","misc/momuri/shuzo/para.mp3"
"yoro3","","misc/momuri/shuzo/yoroshiku.mp3"
"burei2","maro thank you mumalice!","misc/momuri/maro/burei2.mp3"
"damarya","","misc/momuri/maro/damarya.mp3"
"deae","","misc/momuri/maro/deae.mp3"
"kire","","misc/momuri/maro/kire.mp3"
"kokoro","","misc/momuri/maro/kokorosite.mp3"
"nani","","misc/momuri/maro/nani.mp3"
"nanja","","misc/momuri/maro/nanja.mp3"
"oide","","misc/momuri/maro/oide.mp3"
"10man","commando thank you rakutan!","misc/momuri/comma/10man.mp3"
"abunai","","misc/momuri/comma/abunai.mp3"
"atama","","misc/momuri/comma/atama.mp3"
"bariki","","misc/momuri/comma/bariki.mp3"
"bi-ru","","misc/momuri/comma/bi-ru.mp3"
"bibitte","","misc/momuri/comma/bibitte.mp3"
"bukko","","misc/momuri/comma/bukko.mp3"
"daisan","","misc/momuri/comma/daisan.mp3"
"dame2","","misc/momuri/comma/dame2.mp3"
"deen","","misc/momuri/comma/deen.mp3"
"doko","","misc/momuri/comma/doko.mp3"
"egasira","","misc/momuri/comma/egasira.mp3"
"hayaku","","misc/momuri/comma/hayaku.mp3"
"hentai","","misc/momuri/comma/hentai.mp3"
"hitori","","misc/momuri/comma/hitori.mp3"
"iibasho","","misc/momuri/comma/iibasyo.mp3"
"iioto","","misc/momuri/comma/iioto.mp3"
"iku","","misc/momuri/comma/iku.mp3"
"isoge","","misc/momuri/comma/isoge.mp3"
"iyou","","misc/momuri/comma/iyou.mp3"
"jigoku","","misc/momuri/comma/jigoku.mp3"
"kaiteki","","misc/momuri/comma/kaiteki.mp3"
"kakasi","","misc/momuri/comma/kakasi.mp3"
"kakko","","misc/momuri/comma/kakko.mp3"
"karate","","misc/momuri/comma/karate.mp3"
"kiwo","","misc/momuri/comma/kiwo.mp3"
"koiyo","","misc/momuri/comma/koiyo.mp3"
"konote","","misc/momuri/comma/konote.mp3"
"kotti","","misc/momuri/comma/kotti.mp3"
"kowaika","","misc/momuri/comma/kowaika.mp3"
"kozeni","","misc/momuri/comma/kozeni.mp3"
"kuruma","","misc/momuri/comma/kuruma.mp3"
"kusoo","","misc/momuri/comma/kusoo.mp3"
"kutabare","","misc/momuri/comma/kutabare1.mp3"
"kutabare2","","misc/momuri/comma/kutabare2.mp3"
"kyad","","misc/momuri/comma/kyad1.mp3"
"kyad2","","misc/momuri/comma/kyad2.mp3"
"mada","","misc/momuri/comma/mada.mp3"
"mataaou","","misc/momuri/comma/mataaou.mp3"
"matina","","misc/momuri/comma/matina1.mp3"
"matina2","","misc/momuri/comma/matina2.mp3"
"matte","","misc/momuri/comma/matte1.mp3"
"matte2","","misc/momuri/comma/matte2.mp3"
"matte3","","misc/momuri/comma/matte3.mp3"
"matteta","","misc/momuri/comma/matteta.mp3"
"miken","","misc/momuri/comma/miken.mp3"
"mitekoi","","misc/momuri/comma/mitekoi.mp3"
"modoru","","misc/momuri/comma/modoru.mp3"
"moto","","misc/momuri/comma/moto.mp3"
"moitido","","misc/momuri/comma/mouitido.mp3"
"nanda","","misc/momuri/comma/nanda.mp3"
"naniga","","misc/momuri/comma/naniga.mp3"
"negoto","","misc/momuri/comma/negoto.mp3"
"ok4","","misc/momuri/comma/ok4.mp3"
"ok5","","misc/momuri/comma/ok5.mp3"
"otituke","","misc/momuri/comma/otituke.mp3"
"pon","","misc/momuri/comma/pon.mp3"
"roke","","misc/momuri/comma/roke.mp3"
"senyuu","","misc/momuri/comma/senyuu.mp3"
"simura","","misc/momuri/comma/simura.mp3"
"sitai","","misc/momuri/comma/sitai.mp3"
"siturei","","misc/momuri/comma/siturei.mp3"
"souda","","misc/momuri/comma/souda.mp3"
"sumanai","","misc/momuri/comma/sumanai.mp3"
"tasukete","","misc/momuri/comma/tasukete1.mp3"
"tasukete2","","misc/momuri/comma/tasukete2.mp3"
"temee","","misc/momuri/comma/temee1.mp3"
"temee2","","misc/momuri/comma/temee2.mp3"
"temee3","","misc/momuri/comma/temee3.mp3"
"tesshu","","misc/momuri/comma/tessyuu.mp3"
"tikusho","","misc/momuri/comma/tikusyo.mp3"
"trick","","misc/momuri/comma/torikku.mp3"
"ugoke","","misc/momuri/comma/ugoke.mp3"
"usoda","","misc/momuri/comma/usoda.mp3"
"ute","","misc/momuri/comma/ute.mp3"
"yaban","","misc/momuri/comma/yaban.mp3"
"yakubi","","misc/momuri/comma/yakubi.mp3"
"yama","","misc/momuri/comma/yama.mp3"
"yame","","misc/momuri/comma/yame.mp3"
"yarisugi","","misc/momuri/comma/yarisugi.mp3"
"yarou","","misc/momuri/comma/yarou.mp3"
"yasume","","misc/momuri/comma/yasume.mp3"
"zan","","misc/momuri/comma/zan.mp3"
"afg","predator thank you rakutan!","misc/momuri/pred/afg.mp3"
"bakemono","","misc/momuri/pred/bakemono.mp3"
"dasina","","misc/momuri/pred/dasina.mp3"
"detekoi","","misc/momuri/pred/detekoi.mp3"
"hade","","misc/momuri/pred/hade.mp3"
"hai","","misc/momuri/pred/hai.mp3"
"hidee","","misc/momuri/pred/hidee.mp3"
"itazo","","misc/momuri/pred/itazo.mp3"
"jama","","misc/momuri/pred/jama.mp3"
"kataki","","misc/momuri/pred/kataki.mp3"
"koroseru","","misc/momuri/pred/koroseru.mp3"
"matiya","","misc/momuri/pred/matiyagare.mp3"
"saiaku","","misc/momuri/pred/saiaku.mp3"
"usotuki","","misc/momuri/pred/usotuki.mp3"
"3nin","momuri server in a nutshell","misc/momuri/amagami/3nin.mp3"
"chotto","","misc/momuri/amagami/chotto.mp3"
"kotti2","","misc/momuri/amagami/kotti.mp3"
"owari","","misc/momuri/amagami/owari.mp3"
"sketto","","misc/momuri/amagami/sketto.mp3"
"tanosima","","misc/momuri/amagami/tanosima.mp3"
"team","","misc/momuri/amagami/team.mp3"
"team2","","misc/momuri/amagami/team2.mp3"
"un","","misc/momuri/amagami/un.mp3"
"yaccha","","misc/momuri/amagami/yaccha.mp3"
"yattere","","misc/momuri/amagami/yattere.mp3"
"pill","tuujou","misc/momuri/pill.mp3"
"pill2","","misc/momuri/pill2.mp3"
"affi","css","misc/momuri/css/affi.mp3"
"bmbdef","","misc/momuri/css/bmbdef.mp3"
"bmbpl","","misc/momuri/css/bmbpl.mp3"
"cm","","misc/momuri/css/cm.mp3"
"ctwin","","misc/momuri/css/ctwin.mp3"
"fb","","misc/momuri/css/fb.mp3"
"lockn","","misc/momuri/css/lockn.mp3"
"na","","misc/momuri/css/na.mp3"
"pos","","misc/momuri/css/pos.mp3"
"pos2","","misc/momuri/css/pos2.mp3"
"sc","","misc/momuri/css/sc.mp3"
"trwin","","misc/momuri/css/trwin.mp3"
"spk","mlg","misc/momuri/mlg/spk.mp3"
"spk2","","misc/momuri/mlg/spk2.mp3"
"spk3","","misc/momuri/mlg/spk3.mp3"
"akbar","","misc/momuri/mlg/akbar.mp3"
"bam","","misc/momuri/mlg/bam.mp3"
"cena","","misc/momuri/mlg/cena.mp3"
"conf","","misc/momuri/mlg/conf.mp3"
"doit","","misc/momuri/mlg/doit.mp3"
"doit2","","misc/momuri/mlg/doit2.mp3"
"doit3","","misc/momuri/mlg/doit3.mp3"
"faze","","misc/momuri/mlg/faze.mp3"
"find","","misc/momuri/mlg/find.mp3"
"notrap","","misc/momuri/mlg/notrap.mp3"
"ohhh2","","misc/momuri/mlg/ohhh2.mp3"
"rekt","","misc/momuri/mlg/rekt.mp3"
"scrm4","","misc/momuri/mlg/scrm4.mp3"
"triple","","misc/momuri/mlg/triple.mp3"
"pootis","tf2 thx medic!","misc/momuri/pootis.mp3"
"bonk","","vo/scout_specialcompleted03.mp3"
"da","","vo/heavy_yes01.mp3"
"pow","","vo/heavy_niceshot02.mp3"
"hiiha2","","vo/engineer_gunslingertriplepunchfinal01.mp3"
"ahhh4","","vo/soldier_paincrticialdeath01.mp3"
"dododo","","vo/heavy_cheers08.mp3"
"inc4","","vo/heavy_incoming03.mp3"
"9","","vo/medic_no01.mp3"
"ragequit","","misc/momuri/ragequit.mp3"
"yes4","","vo/announcer_am_killstreak07.mp3"
"12","portal","misc/momuri/ptl/12.mp3"
"bla","","misc/momuri/ptl/bla.mp3"
"bla2","","misc/momuri/ptl/bla2.mp3"
"burn","","misc/momuri/ptl/burn.mp3"
"expl","","misc/momuri/ptl/expl.mp3"
"hiiha","","misc/momuri/ptl/hi-ha.mp3"
"hi5","","misc/momuri/ptl/hi5.mp3"
"iam","","misc/momuri/ptl/iam.mp3"
"meow","","misc/momuri/ptl/meow.mp3"
"potato","","misc/momuri/ptl/potato.mp3"
"recipe","","misc/momuri/ptl/recipe.mp3"
"stu","","misc/momuri/ptl/stu.mp3"
"stu2","","misc/momuri/ptl/stu2.mp3"
"abunai2","gachimuchi thx sparmass!","misc/momuri/gachimuchi_02/abunai2.mp3"
"area","","misc/momuri/gachimuchi_02/area.mp3"
"awc","","misc/momuri/gachimuchi_02/awc.mp3"
"bibitte2","","misc/momuri/gachimuchi_02/bibitte2.mp3"
"busines","","misc/momuri/gachimuchi_02/busines.mp3"
"darasinee","","misc/momuri/gachimuchi_02/darasinee.mp3"
"ddf","","misc/momuri/gachimuchi_02/ddf.mp3"
"douiu","","misc/momuri/gachimuchi_02/douiu.mp3"
"eezo","","misc/momuri/gachimuchi_02/eezo.mp3"
"eezo2","","misc/momuri/gachimuchi_02/eezo2.mp3"
"fku","","misc/momuri/gachimuchi_02/fku.mp3"
"fku2","","misc/momuri/gachimuchi_02/fku2.mp3"
"genki4","","misc/momuri/gachimuchi_02/genki2.mp3"
"hitono","","misc/momuri/gachimuchi_02/hitono.mp3"
"hiwai","","misc/momuri/gachimuchi_02/hiwai.mp3"
"ikiru","","misc/momuri/gachimuchi_02/ikiru.mp3"
"kamata","","misc/momuri/gachimuchi_02/kamata.mp3"
"kowai","","misc/momuri/gachimuchi_02/kowai.mp3"
"kowai2","","misc/momuri/gachimuchi_02/kowai2.mp3"
"ilove3","","misc/momuri/gachimuchi_02/ilove3.mp3"
"mgp","","misc/momuri/gachimuchi_02/mgp.mp3"
"saboten","","misc/momuri/gachimuchi_02/saboten.mp3"
"speed","","misc/momuri/gachimuchi_02/speed.mp3"
"thx4","","misc/momuri/gachimuchi_02/thx4.mp3"
"wwb123","","misc/momuri/gachimuchi_02/wwb123.mp3"
"demopan","fnaf_demopan thx shimane!","misc/momuri/fnaf_demopan/demopan.mp3"
"dumdum","","misc/momuri/fnaf_demopan/dumdum.mp3"
"hahab","","misc/momuri/fnaf_demopan/hahab.mp3"
"hellob","","misc/momuri/fnaf_demopan/hellob.mp3"
"hib","","misc/momuri/fnaf_demopan/hib.mp3"
"10nen","death_crimson thx boukansya52!","misc/momuri/death_crimson/10nen.mp3"
"1up","","misc/momuri/death_crimson/1up.mp3"
"a-","","misc/momuri/death_crimson/a-.mp3"
"aa","","misc/momuri/death_crimson/aa.mp3"
"akira","","misc/momuri/death_crimson/akira.mp3"
"aware","","misc/momuri/death_crimson/aware.mp3"
"dani","","misc/momuri/death_crimson/dani.mp3"
"death","","misc/momuri/death_crimson/death.mp3"
"kono","","misc/momuri/death_crimson/kono.mp3"
"konya","","misc/momuri/death_crimson/konya.mp3"
"kotti3","","misc/momuri/death_crimson/kotti3.mp3"
"kousite","","misc/momuri/death_crimson/kousite.mp3"
"kuso","","misc/momuri/death_crimson/kuso.mp3"
"nanda2","","misc/momuri/death_crimson/nanda2.mp3"
"ohno4","","misc/momuri/death_crimson/ohno4.mp3"
"sekkak","","misc/momuri/death_crimson/sekkak.mp3"
"te-ma","","misc/momuri/death_crimson/te-ma.mp3"
"toni","","misc/momuri/death_crimson/toni.mp3"
"ue","","misc/momuri/death_crimson/ue.mp3"
"yari","","misc/momuri/death_crimson/yari.mp3"
"yoru","","misc/momuri/death_crimson/yoru.mp3"
"hip","fnaf_add","misc/momuri/fnaf_add/hip.mp3"
"hip2","","misc/momuri/fnaf_add/hip2.mp3"
"hip3","","misc/momuri/fnaf_add/hip3.mp3"
"lolf","","misc/momuri/fnaf_add/lolf.mp3"
"lolf2","","misc/momuri/fnaf_add/lolf2.mp3"
"lolf3","","misc/momuri/fnaf_add/lolf3.mp3"
"nose","","misc/momuri/fnaf_add/nose.mp3"
"ohno3","","misc/momuri/fnaf_add/ohno3.mp3"
"run","","misc/momuri/fnaf_add/run.mp3"
"scare","","misc/momuri/fnaf_add/scare.mp3"
"yeah","","misc/momuri/fnaf_add/yeah.mp3"
"demopan2","fnaf_demopan","misc/momuri/fnaf_demopan/demopan2.mp3"
"busuri","gachimuchi_03","misc/momuri/gachimuchi_03/busuri.mp3"
"hagesii","","misc/momuri/gachimuchi_03/hagesii.wav"
"hidoi","","misc/momuri/gachimuchi_03/hidoi.mp3"
"ikemen","","misc/momuri/gachimuchi_03/ikemen.mp3"
"iwani","","misc/momuri/gachimuchi_03/iwani.mp3"
"maketa","","misc/momuri/gachimuchi_03/maketa.mp3"
"mondai","","misc/momuri/gachimuchi_03/mondai.mp3"
"ojisan","","misc/momuri/gachimuchi_03/ojisan.mp3"
"oooo","","misc/momuri/gachimuchi_03/oooo.mp3"
"pong","","misc/momuri/gachimuchi_03/pong.mp3"
"saiaku2","","misc/momuri/gachimuchi_03/saiaku2.mp3"
"sinsi","","misc/momuri/gachimuchi_03/sinsi.mp3"
"sikatana","","misc/momuri/gachimuchi_03/sikatana.mp3"
"styli","","misc/momuri/gachimuchi_03/styli.mp3"
"sukebe","","misc/momuri/gachimuchi_03/sukebe.mp3"
"sukui","","misc/momuri/gachimuchi_03/sukui.mp3"
"tikusho2","","misc/momuri/gachimuchi_03/tikusho2.mp3"
"wrest","","misc/momuri/gachimuchi_03/wrestler.mp3"
"yattuke","","misc/momuri/gachimuchi_03/yattuke.mp3"
"yukipo","","misc/momuri/gachimuchi_03/yukipo.mp3"
"yuwaku","","misc/momuri/gachimuchi_03/yuwaku.mp3"
"1v1","commando v2","misc/momuri/comma_02/1v1.mp3"
"aaaa","","misc/momuri/comma_02/aaaa.mp3"
"bukaga","","misc/momuri/comma_02/bukaga.mp3"
"dokode","","misc/momuri/comma_02/dokode.mp3"
